proposed_action,confidence,validation_required,reason,source_relative_path,source_sha256,source_bytes,source_domain_hint,source_full_name,target_relative_path,target_sha256,target_bytes,target_domain_hint,target_full_name,proposed_target_relative_path,proposed_source_archive_relative_path,r5_bucket,r5_reason,r5_apply_mode,r5_proposed_docs_relative_target,r5_recommendation
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED_DRAFT_v0.1.0.md,8ebfa47811e6875465d5e0d8270979e371122c024b0a93e6ffdd97ca0b222fc3,41931,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED_DRAFT_v0.1.0.md,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED_DRAFT_v0.1.0.md,d7e2abec44de044940d2d72477b2171ed2a2a735346c0a8ddf2f501660c87ab3,41922,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,70f8f655367cb30ba0c1653f8bb80fd89682fa7a3a0a323923afda12762f01be,45610,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,52709fa4e724642cfe8483f6b57010d5faf4da9b7611379c922fa3b162a39ac7,45601,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,0722e5fb74328a794470b5545df9bd24b534865f8e95f8f8b52459d7ecf491ac,45789,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,1c4e2ea5ea49f433c523fd974a303036df2a9f03eafb26fbcc685f696777d9a8,45780,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,efecfa9474f289430949c4b5344fe5cae8311f4e9d0b8756503d1257b015cb6a,39644,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,f660ecac9372f867377891400e6e2b8c634d439db3b2606927ac0441a700a142,39635,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_UI_UX_STITCH_FINAL_FUSED_DRAFT_v0.1.0.md,702ede9388155e20012e7fab9ae4c9f492985c4e567e5e98937aed30e9157ce4,41075,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\MVP_QAIC_UI_UX_STITCH_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL_DRAFTS/P203B1/MVP_QAIC_UI_UX_STITCH_FINAL_FUSED_DRAFT_v0.1.0.md,6b7929247f1db33a29bdc5d21c57f20deccb56890eaa533662bb69161c0190fe,41066,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL_DRAFTS\P203B1\MVP_QAIC_UI_UX_STITCH_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_UI_UX_STITCH_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_UI_UX_STITCH_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
ARCHIVE_SOURCE_ALREADY_PRESENT_BY_HASH,HIGH,YES,Same SHA256 already exists in target docs at a different path,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/P203B1_LEGITIMACY_FRESHNESS_GATE.csv,b68eefac0fc0f4ea37d69575dc5df44f616d95f6e0740ca074cf0811f1829e1f,2464105,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\P203B1_LEGITIMACY_FRESHNESS_GATE.csv,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/P203B1_LEGITIMACY_FRESHNESS_GATE.csv,b68eefac0fc0f4ea37d69575dc5df44f616d95f6e0740ca074cf0811f1829e1f,2464105,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\P203B1_LEGITIMACY_FRESHNESS_GATE.csv,,_ARCHIVE_ALREADY_IN_MVP_DOCS/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/P203B1_LEGITIMACY_FRESHNESS_GATE.csv,ARCHIVE_SOURCE_DUPLICATE_EXACT_HASH_REVIEW,Selected for duplicate/archive review: source hash already present in target docs.,DRIVE_ARCHIVE_REVIEW_ONLY,,ARCHIVE_SOURCE_DUPLICATE_AFTER_CONFIRMATION
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_DRAFT_v0.1.0.md,011326ddcacd83745b7c62102ad0c9f8add1822b070b1f52d3d7ad365e362286,30206,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_DRAFT_v0.1.0.md,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_DRAFT_v0.1.0.md,9602bf59a0b6319932b705a05871d4e91b0d8718c85074d1ce5006112a2e020c,30196,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/🧭 MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_DRAFT_v0.1.0.md,df914bebee4f7bb20096cd28ae6bf02efd10c35d5b0f6869b995865e50e0461f,18509,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\🧭 MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_DRAFT_v0.1.0.md,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/🧭 MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_DRAFT_v0.1.0.md,2b329c0a6f44e99885a094202080261592fc9da0797859f9b4922421bf74d8a7,18499,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\🧭 MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/🧭 MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/🧭 MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_DRAFT_v0.1.0.md,9be901e20b9342d37807fb410847453b2b694a6deaf81a1448c7c28cfd290576,26782,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_DRAFT_v0.1.0.md,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_DRAFT_v0.1.0.md,0a8192c1bda05df58852216a5d1a4c12e22557e2e3bdec84d82242e6c3814df9,26772,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/🧱 MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED_DRAFT_v0.1.0.md,3ae4dbb86ab7a6b4da23b8eb0ef27e9fc2158ce72083576a9dab6bf776d16c81,27842,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\🧱 MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED_DRAFT_v0.1.0.md,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/🧱 MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED_DRAFT_v0.1.0.md,9e8255521d1c7ef56a3e74d9a02452afd27c9f68d3f8ff253035dedbd530bc78,27832,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\🧱 MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/🧱 MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/🧱 MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/💎 MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,40f0736fc075dab5a523180a4191213110f89b1fb9f75750632c1f45f3a6960d,29554,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\💎 MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/💎 MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,f52dbe6c67ae9aca758035cf803918e747f0b5cba3ed371f6b144b517577d5b4,29544,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\💎 MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/💎 MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/💎 MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/📊 MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,a8779c6eff4da2c8886733739bb85195022779ae3aee0aaa1fee336067ad74c6,28273,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\📊 MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/📊 MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,1094d94aa07d9a11dc2e30f335b37d4c8776639ef23c0493e8b5f91a47909dc6,28263,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\📊 MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/📊 MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/📊 MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/🚀 MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,bec5d20af7196f02b104acbf1530ab702edc887c30bd336153670f07aa7d5c58,21366,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\🚀 MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/🚀 MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,7333e70b7bb73098f6194aec32fc130bfc3108b12c3556ed887edc3946d53107,21356,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\🚀 MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/🚀 MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/🚀 MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
